age,basket,checkout,region,coupon,gender,monthly_spend,shipping_fee,subscriber,tenure
26.0,27.7,False,B,False,f,101.85,20.0,False,8.0
41.0,64.3,False,B,False,f,232.52,20.0,False,12.0
44.0,32.2,False,B,False,m,96.07,20.0,False,1.0
39.0,63.5,False,E,False,f,303.48,0.0,False,50.0
32.0,29.5,False,E,False,f,109.9,15.0,False,17.0
35.0,23.2,False,B,False,m,76.3,20.0,False,12.0
22.0,15.4,False,C,False,f,60.32,10.0,False,7.0
52.0,37.7,False,B,False,f,177.83,20.0,True,18.0
40.0,46.3,False,E,False,f,126.3,15.0,False,1.0
37.0,34.7,False,B,True,f,172.92,20.0,True,19.0
18.0,30.9,False,B,False,f,112.05,20.0,False,3.0
42.0,45.3,False,B,False,f,193.06,20.0,False,5.0
34.0,37.4,False,B,False,f,127.07,20.0,False,11.0
44.0,36.5,False,B,False,f,140.86,20.0,False,4.0
54.0,26.6,False,B,False,f,127.21,20.0,False,1.0
29.0,26.4,False,B,False,f,87.0,20.0,False,6.0
35.0,38.8,False,B,False,f,142.89,20.0,False,5.0
42.0,52.1,False,B,False,f,173.0,20.0,False,5.0
49.0,33.6,False,B,True,f,146.11,20.0,False,3.0
45.0,31.0,False,C,False,m,102.77,0.0,False,9.0
50.0,34.7,False,A,False,f,157.6,5.0,False,6.0
48.0,76.0,False,B,True,m,268.76,20.0,False,9.0
31.0,20.1,False,B,False,m,76.38,20.0,False,3.0
37.0,31.0,True,B,False,f,95.34,20.0,False,8.0
22.0,19.0,False,B,False,m,55.39,20.0,False,4.0
18.0,21.4,False,B,False,f,83.03,20.0,False,8.0
36.0,31.4,False,E,True,f,103.31,15.0,False,3.0
18.0,21.4,False,B,True,m,62.45,20.0,False,11.0
58.0,40.1,False,A,False,f,111.05,5.0,False,8.0
54.0,33.4,False,B,False,f,116.28,20.0,False,6.0
38.0,27.7,False,B,True,f,130.51,20.0,False,3.0
31.0,26.5,False,A,True,f,86.2,5.0,False,16.0
37.0,17.1,False,B,False,m,72.47,20.0,False,3.0
31.0,31.9,False,B,False,m,91.07,20.0,False,12.0
39.0,21.2,False,B,True,f,104.76,20.0,False,4.0
38.0,36.9,False,B,False,f,124.09,20.0,False,5.0
20.0,15.7,False,A,False,f,45.8,5.0,False,8.0
34.0,33.3,False,A,False,f,102.17,5.0,False,8.0
47.0,28.8,False,B,False,f,99.56,20.0,False,5.0
32.0,27.2,False,A,False,f,87.01,5.0,False,5.0
69.0,50.4,False,B,False,f,173.54,20.0,False,23.0
38.0,58.9,False,A,True,f,152.38,0.0,False,1.0
63.0,26.9,False,B,True,f,102.82,20.0,False,1.0
32.0,30.7,False,B,False,m,139.22,20.0,False,5.0
27.0,13.7,False,B,False,m,57.3,20.0,False,1.0
40.0,49.1,False,E,True,f,197.57,15.0,False,4.0
41.0,34.6,False,B,False,m,90.23,20.0,False,4.0
40.0,39.5,False,B,False,f,138.58,20.0,False,7.0
28.0,39.0,False,C,False,f,118.53,0.0,False,7.0
28.0,26.6,False,B,True,f,81.0,20.0,False,6.0
30.0,20.4,False,B,False,f,120.47,20.0,False,12.0
25.0,16.8,False,B,True,f,79.59,20.0,False,2.0
22.0,33.5,False,A,False,f,95.9,5.0,False,3.0
30.0,18.1,False,C,False,f,78.32,10.0,False,3.0
27.0,23.5,False,C,False,m,79.64,10.0,False,2.0
26.0,37.7,False,B,False,f,134.41,20.0,False,10.0
41.0,33.8,False,B,False,f,132.24,20.0,False,21.0
43.0,24.6,False,A,False,m,109.78,5.0,False,1.0
27.0,16.4,False,B,False,m,56.67,20.0,False,6.0
23.0,12.5,False,B,False,m,56.81,20.0,False,7.0
32.0,23.7,False,B,False,m,93.29,20.0,False,4.0
29.0,28.5,False,E,False,m,78.01,15.0,False,4.0
24.0,30.0,False,B,False,f,109.89,20.0,False,6.0
21.0,18.5,False,B,False,f,71.94,20.0,False,13.0
47.0,51.0,False,C,False,f,177.71,0.0,False,7.0
25.0,44.4,False,E,False,f,147.57,15.0,False,6.0
49.0,24.8,False,B,False,m,116.98,20.0,False,13.0
33.0,32.0,False,B,False,f,111.98,20.0,False,8.0
22.0,21.6,True,E,False,f,109.86,15.0,False,22.0
19.0,35.7,False,B,False,m,111.94,20.0,False,8.0
44.0,22.2,False,B,False,f,102.02,20.0,False,13.0
33.0,65.1,False,C,True,m,231.38,0.0,False,1.0
38.0,33.9,False,A,False,m,106.96,5.0,False,4.0
43.0,54.8,False,B,False,m,139.37,20.0,False,13.0
30.0,35.9,False,B,False,f,124.22,20.0,False,2.0
38.0,30.3,False,B,True,f,104.49,20.0,False,6.0
68.0,23.8,False,B,False,f,111.5,20.0,False,2.0
27.0,14.0,False,A,False,m,55.19,5.0,False,15.0
26.0,15.1,False,A,False,m,46.59,5.0,False,6.0
46.0,25.6,False,B,False,m,78.01,20.0,False,2.0
37.0,20.3,False,B,True,f,84.14,20.0,False,1.0
41.0,15.7,False,A,False,f,80.28,5.0,False,4.0
61.0,21.5,False,B,True,f,91.66,20.0,False,3.0
42.0,31.4,False,B,False,m,95.37,20.0,True,18.0
36.0,30.9,False,B,False,f,144.78,20.0,False,11.0
40.0,32.6,False,B,False,m,105.9,20.0,False,6.0
28.0,12.4,True,B,True,f,90.8,20.0,False,11.0
27.0,26.6,True,B,True,f,118.35,20.0,False,11.0
52.0,35.2,False,B,True,f,100.15,20.0,False,1.0
35.0,23.8,False,B,False,f,89.77,20.0,False,8.0
55.0,24.0,False,B,False,f,85.03,20.0,False,3.0
47.0,22.3,False,C,True,m,90.08,10.0,False,4.0
21.0,15.7,False,B,False,m,59.41,20.0,False,2.0
44.0,26.2,False,B,False,f,106.85,20.0,False,5.0
41.0,38.4,False,A,False,f,115.06,5.0,False,3.0
35.0,25.3,False,B,False,f,75.44,20.0,False,5.0
35.0,24.6,False,B,False,m,86.01,20.0,False,7.0
48.0,36.8,False,B,True,f,126.55,20.0,False,1.0
39.0,41.1,False,A,False,f,126.49,5.0,False,3.0
23.0,41.5,True,B,False,f,184.67,20.0,False,25.0
30.0,47.6,False,B,True,f,171.86,20.0,False,8.0
53.0,31.2,False,E,True,f,106.75,15.0,False,2.0
23.0,24.2,False,C,False,m,83.62,10.0,False,7.0
39.0,41.3,False,B,False,m,164.05,20.0,False,28.0
41.0,29.0,False,B,False,f,129.44,20.0,False,12.0
46.0,28.1,False,B,False,f,92.95,20.0,False,7.0
58.0,31.8,False,C,False,f,108.11,0.0,False,7.0
27.0,33.5,True,A,False,m,84.96,5.0,False,6.0
29.0,30.0,False,B,False,f,86.3,20.0,False,6.0
25.0,21.6,False,B,True,m,65.33,20.0,False,4.0
40.0,19.2,False,B,False,f,68.36,20.0,False,4.0
30.0,24.9,False,C,False,f,102.31,10.0,False,4.0
40.0,27.9,False,B,False,m,94.63,20.0,False,14.0
25.0,17.7,False,B,False,f,64.64,20.0,False,6.0
33.0,36.1,False,B,False,f,105.6,20.0,False,5.0
40.0,47.5,False,B,False,f,168.77,20.0,False,6.0
27.0,11.9,False,B,False,m,47.11,20.0,False,6.0
27.0,55.2,False,B,False,f,234.2,20.0,False,5.0
35.0,30.0,False,B,False,f,134.68,20.0,False,12.0
33.0,32.8,False,B,False,f,80.87,20.0,False,6.0
23.0,20.4,False,B,False,f,63.13,20.0,False,2.0
28.0,80.2,True,E,True,f,321.44,0.0,False,50.0
26.0,35.0,False,B,False,m,129.54,20.0,False,5.0
24.0,18.6,False,A,False,f,106.73,5.0,False,11.0
31.0,26.6,False,B,False,m,107.46,20.0,False,21.0
27.0,19.0,False,B,False,m,92.49,20.0,False,10.0
40.0,30.4,False,B,False,f,106.58,20.0,False,10.0
50.0,42.8,False,E,True,f,211.24,15.0,False,10.0
55.0,34.2,False,B,False,f,135.61,20.0,False,6.0
47.0,32.2,False,B,True,m,103.13,20.0,False,9.0
29.0,27.1,True,B,True,f,138.73,20.0,False,18.0
34.0,28.8,False,B,False,f,117.24,20.0,False,10.0
30.0,22.3,False,B,False,f,88.86,20.0,False,7.0
45.0,19.5,False,B,True,f,76.9,20.0,False,4.0
49.0,65.0,False,A,True,m,260.52,0.0,False,32.0
41.0,28.5,False,C,True,f,109.6,10.0,False,6.0
23.0,16.8,True,B,False,f,57.04,20.0,False,9.0
40.0,43.5,True,A,True,f,181.78,5.0,False,6.0
39.0,47.0,False,A,False,m,216.47,5.0,False,10.0
45.0,33.7,False,B,False,m,117.24,20.0,False,11.0
27.0,17.6,False,A,False,m,68.66,5.0,False,5.0
55.0,32.3,False,B,False,m,96.76,20.0,False,4.0
35.0,23.7,False,B,False,f,117.84,20.0,False,1.0
51.0,17.0,False,B,False,f,92.08,20.0,False,5.0
24.0,21.7,False,A,False,f,61.57,5.0,False,5.0
35.0,32.4,False,B,False,f,99.17,20.0,False,4.0
36.0,30.3,False,B,False,f,157.47,20.0,False,12.0
49.0,26.9,False,B,False,f,105.61,20.0,False,4.0
30.0,26.9,False,B,True,m,92.04,20.0,False,4.0
39.0,36.0,False,C,False,m,109.75,0.0,False,3.0
34.0,24.7,False,B,False,f,152.68,20.0,False,12.0
41.0,64.5,False,B,True,f,186.4,20.0,False,8.0
33.0,35.5,False,B,False,m,114.19,20.0,False,2.0
22.0,10.7,False,A,True,f,35.42,5.0,False,1.0
34.0,36.5,False,B,False,f,130.42,20.0,False,11.0
33.0,24.0,False,B,False,m,94.09,20.0,False,4.0
29.0,27.2,False,B,False,m,99.59,20.0,False,6.0
25.0,25.3,True,A,False,m,73.63,5.0,False,15.0
42.0,22.5,False,E,False,m,88.01,15.0,False,4.0
18.0,12.4,False,B,True,m,34.78,20.0,False,16.0
24.0,22.3,False,B,False,m,52.43,20.0,False,4.0
36.0,28.6,False,B,True,f,110.74,20.0,False,10.0
43.0,40.4,False,B,False,f,218.56,20.0,False,30.0
55.0,24.3,False,B,False,f,116.03,20.0,False,8.0
64.0,39.0,False,A,False,f,123.91,5.0,False,3.0
19.0,14.3,False,A,False,m,60.05,5.0,False,17.0
38.0,32.1,False,B,False,f,120.0,20.0,False,2.0
28.0,23.8,False,B,True,m,78.91,20.0,False,1.0
24.0,23.1,False,B,False,f,75.71,20.0,False,2.0
58.0,20.5,False,B,False,f,104.48,20.0,False,5.0
32.0,29.1,False,B,False,m,91.65,20.0,False,3.0
27.0,165.5,False,D,False,f,56.88,43.95,False,6.0
42.0,23.8,False,B,False,f,102.05,20.0,False,8.0
35.0,47.7,False,B,False,f,181.87,20.0,False,6.0
42.0,39.7,False,E,False,m,102.46,15.0,False,14.0
29.0,30.8,False,B,False,f,104.17,20.0,False,2.0
40.0,31.2,True,B,False,m,117.72,20.0,True,17.0
18.0,20.9,False,B,False,m,59.34,20.0,False,10.0
45.0,14.3,False,B,False,m,87.22,20.0,False,4.0
36.0,52.0,False,C,True,f,201.63,0.0,False,4.0
40.0,26.1,False,A,False,f,76.33,5.0,False,9.0
37.0,34.9,False,B,False,f,131.96,20.0,False,9.0
22.0,17.6,False,B,True,f,71.83,20.0,False,3.0
39.0,23.1,True,B,False,f,94.15,20.0,False,2.0
30.0,35.9,False,B,True,m,107.64,20.0,False,4.0
27.0,30.8,False,B,False,m,100.87,20.0,False,8.0
50.0,39.7,False,B,False,m,140.09,20.0,False,3.0
47.0,28.4,False,B,True,m,128.28,20.0,False,2.0
32.0,17.9,True,A,False,f,81.66,5.0,False,2.0
29.0,20.0,False,A,False,m,67.72,5.0,False,2.0
48.0,35.0,False,C,True,f,109.42,0.0,False,5.0
25.0,41.3,False,B,True,m,175.28,20.0,False,8.0
39.0,23.6,False,A,False,m,107.66,5.0,False,11.0
44.0,25.5,False,B,False,f,83.69,20.0,False,4.0
42.0,38.8,False,B,False,f,118.7,20.0,False,8.0
30.0,24.3,False,C,False,m,92.58,10.0,False,2.0
45.0,33.7,True,B,True,f,113.25,20.0,False,10.0
34.0,27.1,False,B,False,f,106.79,20.0,False,1.0
37.0,18.8,False,B,False,m,73.53,20.0,False,10.0
57.0,22.9,False,B,False,f,110.68,20.0,False,2.0
35.0,33.3,False,B,False,f,127.86,20.0,False,8.0
34.0,22.8,False,E,True,f,83.77,15.0,False,4.0
58.0,50.5,True,B,True,f,163.01,20.0,False,7.0
42.0,56.2,False,B,False,f,201.99,20.0,False,12.0
41.0,27.0,False,B,False,f,128.2,20.0,False,5.0
35.0,24.3,False,A,True,f,100.92,5.0,False,3.0
36.0,28.3,False,B,False,f,104.09,20.0,False,1.0
49.0,41.6,False,A,False,f,129.1,5.0,False,2.0
52.0,28.0,False,B,False,f,108.6,20.0,False,11.0
46.0,23.8,False,B,False,f,81.2,20.0,False,1.0
18.0,25.3,False,B,False,f,83.06,20.0,False,2.0
53.0,38.7,False,B,False,m,151.86,20.0,False,12.0
41.0,29.5,False,A,True,m,115.63,5.0,False,3.0
23.0,18.3,False,A,True,f,46.06,5.0,False,7.0
25.0,19.7,False,B,False,m,69.83,20.0,False,9.0
31.0,26.3,False,B,False,m,77.0,20.0,False,8.0
52.0,59.4,False,E,True,f,158.25,0.0,False,8.0
34.0,37.1,False,B,False,f,138.0,20.0,False,9.0
46.0,34.3,False,B,False,m,119.64,20.0,False,5.0
46.0,55.4,False,B,False,f,184.79,20.0,False,4.0
37.0,31.3,False,B,False,f,108.21,20.0,False,5.0
23.0,25.3,False,B,False,f,77.7,20.0,False,6.0
27.0,235.7,False,D,False,f,215.3,0.0,True,37.0
32.0,36.0,False,B,False,f,111.45,20.0,False,20.0
59.0,45.6,False,B,True,f,196.4,20.0,False,1.0
19.0,20.1,False,C,False,m,60.49,10.0,False,17.0
31.0,26.6,False,A,False,f,91.27,5.0,False,10.0
57.0,27.1,False,B,False,f,135.04,20.0,False,5.0
38.0,32.7,False,A,True,f,90.2,5.0,False,1.0
36.0,21.0,False,B,False,m,90.47,20.0,False,1.0
35.0,46.5,False,B,False,f,144.28,20.0,False,3.0
19.0,32.6,False,B,False,f,93.7,20.0,False,1.0
48.0,44.0,False,C,True,m,162.04,0.0,False,16.0
28.0,24.3,True,C,True,m,107.14,10.0,False,10.0
57.0,32.5,False,B,False,f,97.04,20.0,False,11.0
34.0,27.1,False,B,False,f,85.03,20.0,False,4.0
53.0,29.9,False,B,False,f,114.63,20.0,False,3.0
53.0,57.8,False,B,False,f,198.61,20.0,False,3.0
45.0,43.8,True,B,True,f,115.96,20.0,False,2.0
28.0,22.1,False,A,False,m,79.17,5.0,False,14.0
55.0,34.0,False,B,False,f,108.36,20.0,False,3.0
45.0,29.5,False,B,False,f,96.75,20.0,False,19.0
24.0,15.0,False,E,False,m,61.27,15.0,False,9.0
42.0,26.8,False,A,False,f,115.86,5.0,False,2.0
54.0,47.2,False,B,False,f,154.38,20.0,False,2.0
33.0,21.7,False,B,False,f,82.74,20.0,False,9.0
45.0,52.5,False,B,False,f,132.05,20.0,False,3.0
26.0,26.9,False,B,False,m,91.0,20.0,False,1.0
47.0,37.8,True,B,False,f,132.8,20.0,False,8.0
50.0,37.1,False,B,True,f,165.06,20.0,False,17.0
45.0,38.0,False,B,False,f,106.31,20.0,False,3.0
42.0,42.8,False,A,False,f,138.42,5.0,False,13.0
22.0,30.2,False,E,False,m,92.2,15.0,False,3.0
31.0,32.3,True,B,True,f,138.09,20.0,False,2.0
30.0,37.5,False,B,False,f,122.18,20.0,False,4.0
35.0,48.4,False,A,False,f,146.22,5.0,False,3.0
22.0,9.8,False,E,True,f,28.74,15.0,False,5.0
43.0,24.9,False,C,False,m,90.19,10.0,False,3.0
26.0,23.5,False,B,False,f,59.36,20.0,False,12.0
34.0,37.7,False,A,False,f,146.71,5.0,False,16.0
23.0,20.4,False,B,False,m,74.94,20.0,False,8.0
37.0,23.8,False,B,True,m,138.67,20.0,False,5.0
32.0,27.8,False,B,True,f,80.94,20.0,False,1.0
58.0,26.5,False,E,False,m,99.97,15.0,False,10.0
29.0,23.3,False,B,False,m,79.14,20.0,False,12.0
31.0,13.1,False,B,True,f,77.08,20.0,False,10.0
29.0,22.0,False,E,False,f,68.05,15.0,False,12.0
41.0,36.5,False,B,True,f,179.79,20.0,False,20.0
43.0,45.9,False,B,False,f,159.37,20.0,True,15.0
44.0,38.2,False,B,True,m,136.91,20.0,False,2.0
34.0,31.2,False,B,False,f,111.66,20.0,False,6.0
45.0,21.6,False,A,False,m,111.7,5.0,False,6.0
33.0,26.2,False,E,False,f,102.35,15.0,False,4.0
37.0,43.6,False,B,False,f,161.94,20.0,False,8.0
39.0,31.3,False,B,False,f,99.97,20.0,False,6.0
24.0,38.2,False,B,True,f,167.76,20.0,False,14.0
45.0,27.1,False,A,False,m,85.09,5.0,False,1.0
42.0,27.0,False,B,False,m,88.78,20.0,False,1.0
48.0,30.7,False,B,False,f,121.89,20.0,False,1.0
43.0,36.3,False,C,True,f,143.41,0.0,False,1.0
43.0,13.9,False,B,True,f,71.06,20.0,False,5.0
34.0,22.6,False,E,False,m,69.46,15.0,False,2.0
39.0,20.5,False,A,False,f,76.78,5.0,False,5.0
36.0,27.8,False,C,False,f,132.7,10.0,False,6.0
44.0,39.6,False,B,True,f,170.56,20.0,False,3.0
43.0,42.4,False,E,True,f,152.12,15.0,True,13.0
33.0,28.7,False,B,True,f,131.48,20.0,False,2.0
35.0,23.5,False,B,False,m,81.43,20.0,False,4.0
35.0,29.3,False,C,False,f,131.03,10.0,False,7.0
31.0,21.8,False,B,True,f,76.98,20.0,False,3.0
33.0,32.7,False,B,False,f,87.66,20.0,False,3.0
33.0,45.5,False,B,True,f,165.03,20.0,False,4.0
38.0,34.1,False,B,True,f,123.1,20.0,True,13.0
44.0,25.7,False,C,True,f,123.45,10.0,False,3.0
34.0,27.7,False,B,True,f,117.88,20.0,False,3.0
49.0,56.0,False,B,False,f,182.17,20.0,False,5.0
40.0,34.8,False,B,False,f,126.66,20.0,True,13.0
37.0,38.5,False,B,False,m,154.34,20.0,True,16.0
51.0,39.2,False,B,False,f,105.38,20.0,False,2.0
29.0,25.4,False,B,False,f,89.04,20.0,False,9.0
53.0,25.8,False,C,False,m,89.15,10.0,False,11.0
45.0,29.4,True,B,False,f,121.16,20.0,True,14.0
23.0,13.0,False,C,False,f,40.01,10.0,False,3.0
40.0,36.6,False,C,False,f,150.42,0.0,False,10.0
26.0,26.1,False,B,False,m,103.13,20.0,False,2.0
38.0,32.7,False,B,False,m,111.0,20.0,False,3.0
33.0,31.0,False,B,False,f,109.75,20.0,False,9.0
22.0,13.1,False,B,False,f,80.35,20.0,False,4.0
27.0,34.5,False,B,True,m,121.01,20.0,False,10.0
33.0,25.2,False,B,True,m,85.81,20.0,False,7.0
46.0,43.8,False,B,False,f,188.35,20.0,False,4.0
59.0,32.5,False,C,False,f,125.91,0.0,False,4.0
26.0,22.8,False,B,False,f,57.03,20.0,False,2.0
38.0,46.0,False,B,False,f,130.15,20.0,False,7.0
46.0,41.0,False,B,False,f,119.12,20.0,False,10.0
43.0,34.9,False,B,False,f,138.73,20.0,False,24.0
23.0,25.0,False,B,True,f,88.12,20.0,False,15.0
37.0,30.1,False,B,False,f,106.74,20.0,False,3.0
39.0,37.0,False,B,False,f,98.2,20.0,False,3.0
28.0,22.8,False,B,False,m,62.09,20.0,False,3.0
35.0,24.7,False,B,False,m,94.32,20.0,False,5.0
27.0,32.6,False,B,False,m,101.07,20.0,False,21.0
50.0,26.7,False,B,False,m,118.82,20.0,False,8.0
41.0,27.3,False,A,False,m,81.96,5.0,False,13.0
39.0,27.0,False,B,False,f,95.14,20.0,False,6.0
51.0,27.7,False,B,True,f,111.29,20.0,False,22.0
47.0,39.4,True,B,True,f,146.28,20.0,False,1.0
22.0,13.3,False,B,False,f,70.82,20.0,False,12.0
34.0,30.4,True,B,True,m,87.99,20.0,False,3.0
42.0,41.9,True,A,False,f,119.58,5.0,False,3.0
31.0,27.8,True,B,False,f,99.66,20.0,False,10.0
29.0,31.6,False,B,True,f,114.09,20.0,False,6.0
44.0,55.7,False,B,False,f,159.41,20.0,False,5.0
36.0,15.8,False,B,False,f,84.89,20.0,False,9.0
31.0,34.1,False,B,False,m,144.04,20.0,False,10.0
40.0,22.8,False,C,False,f,88.46,10.0,False,4.0
37.0,30.0,False,B,False,f,103.92,20.0,False,5.0
51.0,19.0,False,E,True,m,97.66,15.0,False,2.0
47.0,36.5,False,B,False,f,111.28,20.0,False,11.0
40.0,33.7,True,B,False,f,114.93,20.0,False,19.0
26.0,22.9,False,B,False,m,78.05,20.0,False,5.0
51.0,26.9,False,C,True,m,105.48,10.0,False,5.0
39.0,166.8,False,D,False,m,235.76,55.94,True,13.0
39.0,21.7,False,B,True,f,76.36,20.0,False,7.0
37.0,50.9,False,B,False,m,186.29,20.0,False,3.0
58.0,32.0,False,B,True,f,102.98,20.0,False,5.0
46.0,43.2,False,B,False,f,149.45,20.0,False,5.0
25.0,41.2,False,B,False,f,118.67,20.0,False,10.0
30.0,20.1,False,B,False,f,67.66,20.0,False,2.0
58.0,23.4,False,B,False,f,91.73,20.0,False,10.0
46.0,31.9,False,A,False,f,116.33,5.0,False,1.0
26.0,28.2,False,B,False,f,80.77,20.0,False,3.0
35.0,25.7,False,A,False,m,86.17,5.0,False,1.0
27.0,50.4,False,B,False,f,165.84,20.0,False,2.0
31.0,58.1,False,B,False,f,205.69,20.0,False,1.0
27.0,28.4,False,B,False,f,116.89,20.0,False,3.0
35.0,54.5,False,B,True,f,180.46,20.0,False,14.0
32.0,18.2,True,E,True,f,85.77,15.0,False,11.0
45.0,25.6,False,C,False,f,101.51,10.0,False,12.0
30.0,183.6,False,D,False,m,84.91,64.78,False,12.0
41.0,25.1,False,B,False,f,81.86,20.0,False,6.0
21.0,52.1,False,B,False,f,228.38,20.0,False,41.0
36.0,31.9,False,E,False,m,114.68,15.0,False,3.0
33.0,75.6,False,B,True,f,226.08,20.0,False,5.0
37.0,36.2,False,B,False,f,101.57,20.0,False,10.0
47.0,25.2,False,B,True,f,78.86,20.0,False,19.0
39.0,30.6,False,B,False,f,92.3,20.0,False,1.0
40.0,29.8,False,C,False,m,113.13,10.0,False,6.0
60.0,31.2,False,A,False,f,128.97,5.0,False,2.0
28.0,13.0,False,B,False,m,50.68,20.0,False,4.0
22.0,31.2,False,B,True,m,103.62,20.0,False,5.0
38.0,34.7,False,B,False,f,131.25,20.0,False,11.0
53.0,26.1,False,B,True,m,93.17,20.0,False,2.0
26.0,31.2,False,A,True,f,75.41,5.0,False,5.0
67.0,31.1,False,B,True,f,107.8,20.0,False,9.0
46.0,23.1,False,E,False,m,121.28,15.0,False,4.0
39.0,22.3,False,B,False,m,90.49,20.0,False,10.0
20.0,19.0,False,B,False,f,77.91,20.0,True,16.0
37.0,17.1,False,B,True,m,75.16,20.0,False,9.0
41.0,26.8,False,B,True,f,112.45,20.0,False,11.0
27.0,35.2,False,B,False,f,116.98,20.0,False,8.0
36.0,21.6,False,B,False,m,80.23,20.0,False,3.0
40.0,30.6,False,B,False,f,121.24,20.0,False,16.0
29.0,21.1,False,B,False,m,60.92,20.0,False,7.0
31.0,37.0,False,E,True,m,140.4,15.0,False,7.0
40.0,30.2,False,B,False,f,92.71,20.0,False,2.0
29.0,36.5,False,B,False,f,93.4,20.0,False,4.0
31.0,25.2,False,B,False,f,93.56,20.0,False,6.0
33.0,35.2,False,A,False,f,119.51,5.0,False,8.0
45.0,53.7,False,B,True,f,165.66,20.0,False,3.0
37.0,41.0,False,A,True,f,98.55,5.0,False,12.0
32.0,28.4,False,A,False,f,118.55,5.0,True,18.0
35.0,33.9,False,B,False,m,102.93,20.0,False,4.0
40.0,32.9,False,B,False,m,108.43,20.0,False,7.0
22.0,54.5,False,B,False,m,195.56,20.0,False,10.0
40.0,19.3,False,B,False,m,87.43,20.0,False,3.0
38.0,30.0,False,B,True,f,170.86,20.0,False,2.0
66.0,46.7,False,B,False,m,160.07,20.0,False,14.0
29.0,38.3,False,B,False,f,125.0,20.0,False,3.0
35.0,35.5,False,B,False,f,101.77,20.0,False,10.0
39.0,30.5,True,C,False,f,134.9,0.0,False,5.0
30.0,38.1,True,B,False,f,138.31,20.0,False,9.0
25.0,17.6,False,B,False,f,81.17,20.0,False,7.0
50.0,47.8,True,C,False,f,155.34,0.0,False,6.0
36.0,27.5,False,B,True,m,79.39,20.0,False,10.0
39.0,44.4,False,B,True,f,148.45,20.0,False,4.0
36.0,22.8,False,A,False,f,91.17,5.0,False,4.0
41.0,28.6,False,B,False,f,89.87,20.0,False,2.0
42.0,26.5,False,B,False,f,99.66,20.0,False,10.0
30.0,28.3,False,B,False,m,112.3,20.0,False,12.0
48.0,29.8,False,B,False,f,119.42,20.0,False,3.0
45.0,34.7,False,B,True,m,109.01,20.0,False,5.0
40.0,38.0,False,B,True,f,126.06,20.0,False,7.0
28.0,20.2,False,B,True,f,84.23,20.0,False,10.0
25.0,30.3,False,E,False,f,119.93,15.0,False,2.0
23.0,16.1,False,E,False,m,43.56,15.0,False,7.0
41.0,26.0,False,A,False,m,100.13,5.0,False,14.0
36.0,177.3,False,D,False,m,111.62,42.29,False,4.0
48.0,66.8,False,E,False,f,212.43,0.0,False,17.0
60.0,29.7,False,E,False,f,101.76,15.0,False,2.0
30.0,27.4,False,B,False,f,120.1,20.0,False,2.0
28.0,20.8,False,A,True,f,76.33,5.0,False,4.0
35.0,27.6,False,C,False,f,81.88,10.0,False,5.0
18.0,20.1,False,B,False,f,59.52,20.0,False,5.0
32.0,52.9,True,C,False,m,161.29,0.0,False,6.0
30.0,32.2,False,C,False,f,122.98,0.0,False,3.0
43.0,31.5,False,A,False,m,142.97,5.0,False,6.0
36.0,32.5,False,B,False,f,140.13,20.0,False,9.0
26.0,23.8,False,B,True,m,99.84,20.0,False,3.0
49.0,55.2,False,B,False,m,187.02,20.0,False,3.0
49.0,31.5,False,B,False,f,101.35,20.0,False,6.0
47.0,23.1,False,B,False,m,79.54,20.0,False,8.0
58.0,23.0,True,A,False,f,84.84,5.0,False,6.0
24.0,22.9,False,B,False,m,74.89,20.0,False,10.0
29.0,28.0,False,B,True,m,158.65,20.0,False,11.0
36.0,38.8,False,B,False,m,112.68,20.0,False,3.0
29.0,31.6,False,B,False,f,136.26,20.0,False,2.0
40.0,46.6,False,B,False,f,126.75,20.0,False,5.0
24.0,23.0,False,E,True,f,92.84,15.0,False,3.0
40.0,35.7,False,A,False,f,162.24,5.0,False,30.0
40.0,41.7,False,C,True,m,119.36,0.0,False,2.0
52.0,25.9,False,B,False,f,118.59,20.0,False,5.0
44.0,32.1,False,B,False,f,102.76,20.0,False,4.0
20.0,21.5,False,B,True,f,55.2,20.0,False,5.0
37.0,35.3,False,B,True,m,105.5,20.0,False,13.0
32.0,29.1,False,A,False,f,85.08,5.0,False,13.0
21.0,19.3,False,A,False,f,98.67,5.0,False,6.0
31.0,23.3,False,B,False,f,83.34,20.0,False,2.0
42.0,48.7,False,A,False,f,178.79,5.0,False,30.0
46.0,34.9,False,B,False,f,136.68,20.0,False,1.0
37.0,35.8,True,B,True,f,142.01,20.0,False,3.0
36.0,33.4,False,B,True,m,134.88,20.0,False,7.0
49.0,26.3,False,B,True,f,112.51,20.0,False,15.0
18.0,26.2,False,E,False,f,67.37,15.0,False,4.0
27.0,29.8,False,B,False,f,110.45,20.0,False,11.0
42.0,21.4,False,B,False,f,99.47,20.0,False,1.0
37.0,25.2,False,B,False,f,120.55,20.0,False,6.0
51.0,40.7,False,B,False,f,120.99,20.0,False,3.0
32.0,23.0,False,E,True,f,96.89,15.0,False,5.0
39.0,51.2,False,B,False,f,198.01,20.0,True,27.0
45.0,37.9,False,C,False,m,176.38,0.0,False,7.0
46.0,35.3,False,B,True,m,123.37,20.0,False,12.0
35.0,23.3,False,B,False,f,90.77,20.0,False,7.0
59.0,21.4,False,A,True,f,83.29,5.0,False,1.0
50.0,30.3,False,B,False,m,125.74,20.0,False,6.0
