age,region,gender,monthly_spend,subscriber,tenure
53.0,B,m,183.47,False,5.0
44.0,E,f,126.43,False,7.0
21.0,B,m,57.92,False,7.0
29.0,A,f,181.21,False,5.0
29.0,B,f,96.89,False,10.0
28.0,B,m,114.59,False,6.0
34.0,D,m,79.07,False,17.0
18.0,B,m,48.76,False,8.0
42.0,B,f,149.49,False,23.0
62.0,B,f,115.75,False,10.0
43.0,B,m,219.47,True,37.0
41.0,E,m,148.74,False,11.0
43.0,B,f,94.18,False,10.0
40.0,A,f,108.14,False,8.0
44.0,A,f,155.78,False,7.0
50.0,C,f,119.32,False,9.0
31.0,B,m,72.69,False,3.0
21.0,B,m,52.18,False,8.0
64.0,B,f,174.48,False,10.0
37.0,B,m,118.31,False,23.0
32.0,B,f,170.28,False,1.0
30.0,B,m,74.24,False,3.0
40.0,C,f,91.9,False,3.0
42.0,B,m,230.79,False,3.0
47.0,B,f,170.14,False,5.0
28.0,B,f,90.21,False,2.0
60.0,B,m,91.41,False,3.0
46.0,B,f,125.87,False,4.0
48.0,B,f,120.09,False,2.0
40.0,B,m,74.53,False,12.0
32.0,B,f,81.82,False,3.0
47.0,B,f,108.07,False,10.0
37.0,E,f,112.7,False,2.0
38.0,B,f,198.15,False,19.0
29.0,A,f,114.09,False,14.0
36.0,B,m,125.15,False,7.0
41.0,B,m,92.64,False,6.0
20.0,B,m,63.57,False,24.0
38.0,A,m,94.03,False,1.0
54.0,A,f,110.95,False,2.0
27.0,B,m,55.01,False,12.0
26.0,B,f,92.38,False,19.0
50.0,B,m,115.49,False,6.0
42.0,C,m,119.58,False,1.0
55.0,B,f,100.62,False,6.0
40.0,B,m,129.78,False,9.0
36.0,D,m,125.29,False,10.0
21.0,B,f,56.45,False,1.0
40.0,B,m,106.69,False,5.0
34.0,B,f,126.35,False,3.0
40.0,B,m,114.34,False,9.0
49.0,E,m,129.7,False,4.0
21.0,B,f,101.09,False,4.0
32.0,C,f,135.75,False,7.0
38.0,B,f,183.67,False,1.0
53.0,B,m,99.49,False,9.0
37.0,E,f,217.49,True,13.0
38.0,B,f,102.31,False,1.0
32.0,B,f,106.06,False,5.0
35.0,B,f,99.79,False,2.0
47.0,B,f,129.09,True,18.0
33.0,B,f,106.64,False,1.0
47.0,B,f,104.24,False,2.0
40.0,B,m,119.4,False,4.0
37.0,B,f,154.11,False,13.0
40.0,A,f,171.46,True,24.0
35.0,B,f,149.17,False,22.0
36.0,B,f,99.77,False,7.0
29.0,B,m,86.64,True,15.0
33.0,B,m,160.11,False,6.0
25.0,B,m,66.11,False,4.0
53.0,B,f,138.53,False,8.0
24.0,A,f,123.59,False,8.0
27.0,B,f,76.78,False,2.0
49.0,B,f,146.1,False,3.0
26.0,B,m,104.17,False,1.0
46.0,B,m,154.66,True,16.0
32.0,C,f,186.4,False,7.0
41.0,B,f,86.36,False,7.0
36.0,E,f,109.92,False,4.0
27.0,E,f,115.9,False,13.0
23.0,B,f,48.26,False,1.0
30.0,B,f,75.96,False,1.0
29.0,B,f,87.98,False,3.0
24.0,A,f,74.73,False,4.0
35.0,A,m,121.74,True,13.0
34.0,E,f,98.17,False,4.0
52.0,B,f,177.48,False,12.0
44.0,B,m,101.26,False,2.0
25.0,B,f,89.3,False,8.0
57.0,B,m,161.61,False,24.0
38.0,C,f,153.23,True,24.0
34.0,B,f,133.91,False,18.0
50.0,B,f,110.86,False,3.0
52.0,A,f,92.06,False,4.0
35.0,B,m,85.3,False,7.0
40.0,B,f,120.77,False,12.0
51.0,A,f,129.98,True,14.0
56.0,B,m,89.86,False,4.0
46.0,C,m,115.24,False,12.0
49.0,B,f,116.36,False,2.0
30.0,A,f,84.38,False,5.0
38.0,B,f,127.74,False,11.0
22.0,B,f,48.92,False,4.0
50.0,B,f,157.94,False,5.0
47.0,C,f,110.06,False,6.0
35.0,B,f,146.42,False,1.0
42.0,E,m,114.47,False,5.0
30.0,B,m,139.75,True,17.0
42.0,B,f,123.3,False,1.0
41.0,E,m,104.84,False,2.0
36.0,B,m,167.06,False,19.0
27.0,E,f,73.1,False,4.0
51.0,A,f,122.33,False,4.0
33.0,B,f,86.75,False,6.0
46.0,B,f,86.32,False,7.0
44.0,B,m,117.8,False,12.0
53.0,B,f,142.68,True,23.0
35.0,E,m,85.16,False,12.0
29.0,A,f,79.91,False,3.0
24.0,B,f,108.86,False,16.0
24.0,A,m,124.85,False,7.0
36.0,C,f,237.3,False,35.0
34.0,B,m,118.62,False,6.0
38.0,B,f,113.58,False,5.0
44.0,A,m,173.82,True,29.0
21.0,A,f,156.29,False,8.0
37.0,B,m,106.51,False,3.0
41.0,C,f,118.6,False,2.0
58.0,B,f,110.2,False,9.0
33.0,B,f,172.71,False,3.0
50.0,B,f,122.4,False,6.0
33.0,B,f,63.58,False,7.0
37.0,B,f,98.66,False,12.0
37.0,E,m,86.46,False,9.0
32.0,B,f,108.62,False,22.0
53.0,D,f,104.11,False,2.0
40.0,B,f,93.55,False,7.0
42.0,E,f,92.45,False,7.0
32.0,B,m,84.11,False,6.0
36.0,B,f,118.37,False,5.0
37.0,E,f,96.21,False,1.0
36.0,B,f,83.94,False,2.0
46.0,E,m,110.3,False,8.0
40.0,B,f,93.07,False,16.0
26.0,E,m,79.95,False,7.0
27.0,B,f,134.34,True,14.0
34.0,B,f,109.07,False,5.0
40.0,A,m,136.48,False,4.0
43.0,B,f,98.46,False,3.0
27.0,B,f,63.44,False,5.0
18.0,B,m,36.24,False,6.0
32.0,B,m,83.89,False,6.0
28.0,B,f,84.86,False,16.0
52.0,B,f,85.51,False,7.0
32.0,B,m,57.81,False,3.0
23.0,B,f,73.61,False,8.0
31.0,B,f,129.34,False,10.0
24.0,B,f,101.37,False,1.0
36.0,E,m,126.43,False,3.0
42.0,C,f,79.45,False,3.0
30.0,B,f,76.29,False,3.0
32.0,C,f,65.11,False,3.0
50.0,B,f,162.81,True,19.0
30.0,B,f,113.98,False,3.0
41.0,B,f,95.39,False,5.0
42.0,D,f,135.14,False,2.0
41.0,D,f,117.61,False,1.0
25.0,B,m,61.51,False,4.0
53.0,B,m,94.06,False,3.0
34.0,B,f,172.94,False,3.0
29.0,B,f,96.85,False,5.0
31.0,B,f,178.41,False,15.0
41.0,B,f,150.33,False,16.0
56.0,B,m,205.58,False,1.0
46.0,B,m,102.82,False,7.0
33.0,A,f,123.94,False,4.0
32.0,E,f,203.7,True,34.0
57.0,B,m,164.76,False,5.0
24.0,B,f,96.21,True,19.0
39.0,B,m,52.6,False,4.0
41.0,B,f,129.6,False,6.0
40.0,B,f,106.52,False,4.0
28.0,B,m,85.0,False,8.0
29.0,B,f,77.62,False,2.0
41.0,B,m,103.7,False,2.0
40.0,B,f,96.99,False,2.0
35.0,E,m,127.36,False,2.0
42.0,B,f,218.15,False,1.0
54.0,B,f,105.61,False,4.0
60.0,B,f,135.03,False,5.0
57.0,B,m,100.86,False,6.0
30.0,B,f,87.0,False,3.0
34.0,E,f,66.68,False,7.0
49.0,B,m,155.82,False,29.0
34.0,A,m,99.24,False,1.0
34.0,B,f,109.59,False,2.0
20.0,B,f,95.27,False,2.0
37.0,B,f,141.24,False,9.0
44.0,E,f,105.96,False,3.0
36.0,E,f,111.84,False,15.0
29.0,B,m,47.51,False,9.0
32.0,B,f,106.95,False,10.0
44.0,B,f,89.87,False,2.0
34.0,B,m,166.57,True,30.0
37.0,B,f,136.28,False,8.0
26.0,B,f,85.67,False,1.0
23.0,B,f,79.04,False,12.0
46.0,B,f,90.29,False,10.0
25.0,B,f,109.53,True,21.0
25.0,A,f,127.97,False,11.0
57.0,B,f,124.39,False,13.0
33.0,B,m,95.37,False,6.0
41.0,B,f,122.58,False,8.0
54.0,B,f,122.25,False,2.0
41.0,B,m,142.34,False,8.0
46.0,B,f,163.97,False,10.0
26.0,B,f,114.21,False,2.0
40.0,B,m,152.25,False,11.0
50.0,A,f,133.97,False,14.0
29.0,B,m,128.73,False,1.0
66.0,B,m,120.01,False,12.0
21.0,E,f,71.99,False,3.0
36.0,A,f,91.19,False,4.0
22.0,B,f,82.35,False,13.0
27.0,B,f,122.66,True,18.0
49.0,B,m,141.35,False,2.0
27.0,B,m,66.17,False,10.0
36.0,B,f,98.12,False,10.0
29.0,A,m,99.23,False,6.0
46.0,E,f,134.03,False,7.0
36.0,B,f,92.66,False,1.0
23.0,B,f,47.34,False,4.0
22.0,A,m,37.85,False,6.0
36.0,A,m,91.57,False,10.0
30.0,B,f,119.15,False,7.0
33.0,B,f,169.15,False,4.0
28.0,A,m,86.55,False,5.0
39.0,B,m,113.91,False,6.0
36.0,A,f,93.63,False,4.0
21.0,B,m,61.46,False,14.0
68.0,B,f,190.94,False,2.0
36.0,B,m,81.72,False,2.0
31.0,B,f,112.46,False,1.0
65.0,B,m,159.31,False,11.0
24.0,E,m,59.06,False,5.0
49.0,C,f,128.46,False,3.0
33.0,B,m,154.47,True,20.0
40.0,B,f,111.69,False,4.0
41.0,B,f,147.18,True,15.0
27.0,E,f,74.15,False,2.0
26.0,B,f,101.84,False,11.0
54.0,D,f,166.95,False,1.0
46.0,B,m,109.14,False,7.0
18.0,B,m,49.74,False,9.0
38.0,B,f,77.85,False,1.0
46.0,B,f,94.96,False,4.0
31.0,B,f,90.73,False,1.0
18.0,B,f,64.53,False,4.0
23.0,B,f,112.56,False,3.0
38.0,B,m,88.04,False,11.0
39.0,E,f,88.27,False,11.0
62.0,B,m,98.48,False,3.0
50.0,D,f,119.69,False,5.0
57.0,A,m,204.7,False,22.0
27.0,A,f,69.23,False,2.0
29.0,B,m,51.27,False,2.0
26.0,A,f,66.38,False,4.0
46.0,B,f,131.74,False,6.0
40.0,A,f,75.33,False,7.0
36.0,B,m,75.95,False,10.0
23.0,B,m,177.79,True,34.0
36.0,E,f,77.91,False,6.0
44.0,A,f,112.88,False,2.0
32.0,B,f,105.28,False,3.0
48.0,B,f,181.1,False,4.0
39.0,C,f,66.49,False,4.0
52.0,B,m,98.84,False,12.0
40.0,B,f,106.24,False,2.0
41.0,B,f,123.69,False,17.0
35.0,B,f,107.77,False,3.0
52.0,B,f,139.11,False,3.0
36.0,B,f,113.94,False,7.0
36.0,B,f,152.16,False,4.0
31.0,B,f,120.7,False,4.0
68.0,C,f,202.45,False,24.0
33.0,B,f,107.73,False,4.0
51.0,E,m,138.66,False,5.0
50.0,A,f,114.61,False,4.0
21.0,B,m,35.6,False,5.0
38.0,A,f,207.44,False,18.0
32.0,B,f,99.48,False,4.0
33.0,B,f,124.17,False,2.0
47.0,B,f,120.51,False,6.0
30.0,B,f,132.58,False,7.0
38.0,B,f,128.13,False,6.0
24.0,B,m,97.96,False,17.0
52.0,B,f,137.43,False,2.0
28.0,E,f,98.23,False,1.0
22.0,B,f,55.97,False,4.0
28.0,B,f,72.73,True,13.0
28.0,B,m,85.08,False,6.0
38.0,B,f,84.85,False,4.0
43.0,B,f,116.2,False,4.0
31.0,B,f,127.48,False,2.0
52.0,B,f,129.69,False,9.0
41.0,B,f,148.14,False,21.0
29.0,B,m,194.23,False,12.0
42.0,B,f,235.9,True,31.0
33.0,D,f,103.04,False,2.0
24.0,A,m,81.18,False,5.0
35.0,B,f,91.72,False,10.0
33.0,B,f,267.48,False,12.0
20.0,B,f,56.29,False,2.0
28.0,B,f,82.17,False,8.0
30.0,B,m,234.25,False,2.0
34.0,C,f,62.56,False,9.0
26.0,B,f,71.2,False,2.0
23.0,B,f,81.04,False,22.0
39.0,C,m,84.73,False,3.0
35.0,B,m,164.59,False,12.0
48.0,E,f,155.43,False,5.0
46.0,B,m,111.39,False,3.0
33.0,B,f,93.81,False,11.0
20.0,A,f,123.93,False,6.0
43.0,B,m,140.46,False,4.0
45.0,B,f,168.88,False,12.0
31.0,B,f,205.97,False,25.0
23.0,B,f,63.09,False,1.0
37.0,B,m,118.18,False,6.0
49.0,C,f,138.3,False,8.0
18.0,B,m,79.69,False,13.0
18.0,B,f,94.12,True,13.0
48.0,E,m,106.71,False,8.0
33.0,B,f,137.12,False,14.0
42.0,B,f,97.66,False,3.0
29.0,B,m,102.8,False,24.0
18.0,A,m,70.71,False,2.0
39.0,B,f,166.49,False,32.0
30.0,B,f,79.56,False,4.0
27.0,E,m,59.89,False,4.0
22.0,B,f,84.67,False,8.0
29.0,B,m,213.58,False,8.0
31.0,C,m,83.61,False,9.0
46.0,B,f,294.61,True,47.0
21.0,B,f,171.05,False,5.0
18.0,B,m,52.35,False,1.0
43.0,A,f,93.64,False,3.0
48.0,B,f,124.63,False,3.0
74.0,B,f,125.17,True,21.0
19.0,B,f,67.87,False,2.0
37.0,A,f,143.58,False,3.0
27.0,A,f,63.8,False,9.0
25.0,E,f,91.36,False,16.0
33.0,B,m,108.19,False,6.0
26.0,B,f,84.54,False,4.0
37.0,B,f,93.68,False,7.0
19.0,D,f,117.03,False,10.0
37.0,C,f,145.93,False,1.0
26.0,B,f,109.73,False,22.0
26.0,E,f,83.97,False,5.0
32.0,B,f,88.85,False,4.0
35.0,B,f,143.27,False,6.0
45.0,B,f,133.14,True,13.0
43.0,B,f,105.3,False,4.0
37.0,C,m,175.98,False,3.0
36.0,A,f,75.72,False,3.0
35.0,B,f,91.68,False,15.0
35.0,D,f,83.52,False,7.0
32.0,E,f,110.74,False,5.0
53.0,B,f,199.68,False,8.0
24.0,B,m,72.34,False,6.0
18.0,B,f,90.19,False,6.0
52.0,B,m,107.22,False,7.0
38.0,A,m,94.12,False,2.0
26.0,B,f,78.7,False,10.0
20.0,E,m,114.72,False,8.0
25.0,B,f,125.93,False,9.0
19.0,B,f,75.61,False,6.0
47.0,B,f,99.08,False,5.0
22.0,C,m,61.55,False,4.0
37.0,B,f,100.42,False,1.0
39.0,C,f,112.87,False,9.0
45.0,B,m,154.74,True,17.0
28.0,D,f,107.25,False,20.0
35.0,A,f,102.66,False,4.0
34.0,B,f,100.43,False,2.0
31.0,E,f,108.93,False,7.0
37.0,E,f,139.26,False,2.0
26.0,A,f,62.82,False,9.0
40.0,B,f,208.1,False,7.0
30.0,B,f,85.45,False,6.0
49.0,B,f,105.72,False,3.0
46.0,C,f,140.8,False,8.0
54.0,B,m,152.72,True,14.0
30.0,B,f,99.67,False,2.0
43.0,B,f,101.05,False,3.0
48.0,B,f,174.6,False,2.0
46.0,B,f,131.41,False,3.0
47.0,E,m,155.52,False,12.0
57.0,E,f,134.83,False,2.0
33.0,B,f,81.66,False,4.0
64.0,A,m,123.29,False,5.0
22.0,B,m,147.66,False,4.0
32.0,B,f,76.02,False,10.0
36.0,B,f,106.78,False,4.0
22.0,D,m,82.57,False,7.0
46.0,B,m,133.89,False,2.0
48.0,A,m,165.08,False,18.0
45.0,A,f,137.38,True,14.0
48.0,B,f,112.42,False,8.0
22.0,B,f,88.25,False,6.0
31.0,B,f,127.27,False,1.0
35.0,E,f,144.33,False,23.0
38.0,B,f,154.62,False,26.0
31.0,C,m,243.52,False,2.0
37.0,C,f,130.07,False,10.0
30.0,B,f,74.57,False,12.0
35.0,B,f,121.46,False,9.0
29.0,D,f,64.15,False,4.0
49.0,E,f,98.18,False,6.0
47.0,E,f,143.42,False,12.0
32.0,E,m,65.12,False,6.0
54.0,B,m,127.23,False,6.0
39.0,E,f,103.89,False,6.0
24.0,E,f,70.22,False,5.0
54.0,B,f,183.28,True,24.0
34.0,B,m,114.76,False,2.0
40.0,D,f,137.61,False,1.0
46.0,B,f,213.38,False,2.0
18.0,B,f,67.4,False,9.0
27.0,B,m,79.08,False,7.0
61.0,B,m,125.83,False,8.0
18.0,B,f,93.79,False,7.0
48.0,B,f,100.72,False,2.0
39.0,B,f,98.51,False,20.0
31.0,B,f,120.59,False,2.0
22.0,B,f,60.56,False,4.0
42.0,B,f,92.11,False,6.0
45.0,B,f,137.81,False,2.0
57.0,B,f,128.96,False,1.0
36.0,B,f,125.13,True,13.0
45.0,E,f,94.28,False,1.0
31.0,B,m,144.78,False,19.0
36.0,A,f,120.67,False,4.0
52.0,B,f,101.9,False,11.0
55.0,B,f,156.92,False,3.0
41.0,C,m,85.97,False,4.0
25.0,B,m,106.48,False,13.0
29.0,B,f,80.17,False,6.0
37.0,B,f,92.71,False,5.0
34.0,B,f,65.24,False,10.0
36.0,C,f,105.19,False,11.0
37.0,B,m,78.07,False,1.0
36.0,B,f,147.59,False,2.0
61.0,B,m,162.18,False,14.0
26.0,B,f,77.27,False,4.0
41.0,A,f,128.51,False,3.0
65.0,B,f,111.83,False,3.0
47.0,B,f,130.94,False,6.0
39.0,B,m,80.78,False,2.0
38.0,B,m,87.47,False,2.0
47.0,B,m,115.31,False,4.0
54.0,B,m,119.2,False,5.0
39.0,B,f,123.03,False,13.0
46.0,B,f,97.84,False,5.0
26.0,B,f,57.66,False,7.0
37.0,B,f,104.26,False,2.0
40.0,B,f,88.42,False,12.0
25.0,B,m,55.96,False,7.0
34.0,B,m,121.3,False,2.0
39.0,A,f,93.46,False,4.0
49.0,B,m,105.99,False,3.0
35.0,B,m,162.32,False,4.0
20.0,B,f,60.94,False,1.0
37.0,B,f,80.5,False,9.0
39.0,C,f,176.69,False,2.0
38.0,B,m,68.16,False,2.0
58.0,B,m,100.18,False,5.0
35.0,B,f,145.32,False,9.0
19.0,E,f,62.88,False,3.0
36.0,B,m,198.2,False,14.0
45.0,B,f,184.17,False,18.0
39.0,A,m,101.04,False,2.0
30.0,B,f,94.05,False,14.0
41.0,C,m,84.12,False,1.0
44.0,A,f,282.21,False,39.0
43.0,B,f,126.14,False,2.0
22.0,A,f,103.3,True,19.0
22.0,E,f,107.05,False,11.0
53.0,B,f,115.79,False,2.0
28.0,C,f,201.97,False,40.0
43.0,B,f,160.87,False,5.0
45.0,E,f,84.49,False,12.0
34.0,B,m,108.32,False,3.0
44.0,B,f,189.08,False,12.0
36.0,B,f,217.57,False,7.0
37.0,B,f,85.64,False,5.0
42.0,C,f,173.06,False,16.0
30.0,B,f,150.66,False,9.0
37.0,B,f,111.66,False,19.0
36.0,B,f,237.01,False,6.0
31.0,A,f,98.47,False,14.0
34.0,A,f,87.25,False,7.0
28.0,B,f,156.22,True,17.0
48.0,A,f,130.47,False,12.0
41.0,B,f,136.05,False,15.0
24.0,B,f,176.77,False,1.0
34.0,B,f,148.71,False,2.0
37.0,B,f,121.29,False,6.0
33.0,A,m,125.86,False,5.0
24.0,B,m,153.61,False,2.0
29.0,E,m,113.3,False,9.0
29.0,A,m,104.03,False,4.0
35.0,B,m,109.36,False,6.0
33.0,A,f,130.44,False,9.0
46.0,B,f,123.12,False,17.0
18.0,B,m,66.48,False,4.0
32.0,B,m,111.11,False,8.0
26.0,B,m,56.9,False,1.0
23.0,B,m,116.95,False,8.0
36.0,B,m,87.16,False,3.0
43.0,B,m,76.71,False,1.0
32.0,B,m,79.23,False,6.0
25.0,A,m,56.18,False,6.0
51.0,B,f,127.72,True,17.0
39.0,B,m,135.24,False,9.0
25.0,B,f,86.32,False,3.0
19.0,E,f,78.6,False,24.0
41.0,B,f,102.42,False,1.0
30.0,B,m,78.66,False,5.0
42.0,B,f,160.97,False,13.0
24.0,E,f,91.24,False,6.0
28.0,B,m,78.46,False,7.0
30.0,B,f,99.22,False,4.0
25.0,B,m,70.01,False,12.0
32.0,E,f,135.44,False,26.0
33.0,A,f,154.76,False,5.0
41.0,B,m,84.29,False,1.0
46.0,C,m,100.05,False,9.0
36.0,E,f,160.7,False,6.0
28.0,C,f,196.56,False,3.0
31.0,B,f,74.82,False,2.0
32.0,B,m,104.49,False,19.0
24.0,D,f,153.0,False,5.0
40.0,B,m,102.05,False,4.0
23.0,B,f,145.78,False,3.0
31.0,B,m,95.64,False,22.0
29.0,B,f,78.52,False,1.0
35.0,B,m,115.34,False,4.0
38.0,B,m,150.48,True,18.0
24.0,A,f,84.08,False,1.0
32.0,D,f,56.46,False,2.0
33.0,C,f,190.26,False,5.0
42.0,B,f,176.16,True,14.0
40.0,B,f,169.05,False,9.0
40.0,B,f,128.08,False,10.0
32.0,B,f,118.58,False,3.0
51.0,B,m,100.46,False,2.0
35.0,E,f,96.93,False,10.0
31.0,B,m,106.44,False,6.0
51.0,B,f,143.37,False,12.0
38.0,E,f,120.66,False,1.0
50.0,B,f,101.77,False,14.0
39.0,B,m,135.66,False,8.0
29.0,A,f,56.26,False,2.0
77.0,A,f,106.41,False,7.0
41.0,B,m,91.93,False,1.0
38.0,D,f,111.96,False,1.0
37.0,B,m,138.33,False,11.0
29.0,B,f,102.56,False,2.0
48.0,B,f,121.46,False,11.0
21.0,B,m,82.87,False,9.0
28.0,B,m,85.93,False,7.0
58.0,B,f,109.0,False,3.0
39.0,B,f,107.53,False,2.0
28.0,B,f,80.6,False,6.0
34.0,B,m,123.74,False,1.0
35.0,B,f,106.23,False,3.0
37.0,B,m,83.7,False,6.0
30.0,B,f,88.13,False,21.0
35.0,B,f,124.52,False,1.0
55.0,B,m,206.14,False,17.0
33.0,B,f,70.56,False,5.0
43.0,B,f,86.08,False,4.0
19.0,B,f,74.06,False,5.0
48.0,B,f,114.04,False,2.0
27.0,B,f,74.42,False,6.0
30.0,B,f,85.51,False,2.0
30.0,E,f,90.41,False,8.0
46.0,A,m,95.82,False,7.0
33.0,B,f,102.23,False,6.0
53.0,B,f,121.81,False,13.0
42.0,B,f,98.39,False,2.0
18.0,B,f,50.52,False,7.0
44.0,B,f,123.81,False,12.0
35.0,B,m,144.19,False,8.0
52.0,B,f,163.87,False,3.0
34.0,B,f,77.38,False,10.0
41.0,B,f,209.28,False,2.0
26.0,C,m,123.66,False,6.0
33.0,B,f,87.44,False,5.0
42.0,B,f,112.46,False,10.0
39.0,B,m,155.18,True,22.0
53.0,B,m,123.44,False,6.0
36.0,B,f,77.64,False,10.0
32.0,B,f,102.16,False,2.0
35.0,B,m,158.08,False,11.0
50.0,C,f,180.26,False,4.0
51.0,B,m,161.46,True,13.0
42.0,C,f,133.81,False,3.0
53.0,B,f,139.63,False,9.0
32.0,B,m,73.31,False,10.0
25.0,E,f,100.13,False,3.0
46.0,B,f,200.03,False,7.0
46.0,B,m,102.09,False,2.0
48.0,E,f,125.44,False,4.0
79.0,C,m,128.0,False,12.0
68.0,B,m,71.54,False,6.0
25.0,B,f,169.05,False,3.0
33.0,B,f,149.4,False,1.0
43.0,B,f,101.93,False,10.0
26.0,E,f,84.45,False,4.0
45.0,B,f,191.54,False,14.0
44.0,B,f,125.27,False,8.0
19.0,B,f,22.37,False,8.0
32.0,B,f,134.24,False,6.0
18.0,B,f,65.15,False,5.0
26.0,B,m,236.62,False,47.0
27.0,B,f,78.16,False,10.0
30.0,A,f,82.42,False,8.0
41.0,B,f,107.99,False,1.0
25.0,A,f,74.3,False,9.0
52.0,E,f,126.24,False,11.0
23.0,D,f,116.18,False,8.0
63.0,B,f,183.47,False,5.0
43.0,B,m,94.2,False,10.0
41.0,B,f,117.14,False,9.0
32.0,B,m,134.46,False,1.0
60.0,B,m,106.01,False,8.0
38.0,B,f,140.3,False,1.0
25.0,B,f,96.28,True,14.0
36.0,B,f,100.96,False,3.0
43.0,B,f,94.47,False,2.0
40.0,B,f,153.54,False,5.0
37.0,B,f,157.21,False,28.0
47.0,B,f,122.66,False,3.0
25.0,A,f,67.82,False,2.0
28.0,B,f,112.28,False,2.0
39.0,E,f,104.74,False,10.0
30.0,B,f,129.88,False,1.0
36.0,B,f,131.91,False,16.0
53.0,A,m,95.24,False,8.0
35.0,A,f,106.52,False,6.0
56.0,B,f,146.68,False,7.0
28.0,B,f,126.56,False,6.0
53.0,B,m,296.25,False,14.0
42.0,B,f,141.94,False,10.0
42.0,B,f,143.67,False,7.0
55.0,B,m,226.1,False,2.0
32.0,B,m,80.09,False,10.0
42.0,B,m,84.6,False,2.0
35.0,D,f,139.82,False,12.0
41.0,A,f,141.16,False,3.0
44.0,B,m,95.96,False,23.0
50.0,C,f,98.84,False,9.0
33.0,A,f,74.53,False,4.0
28.0,C,f,82.64,False,10.0
48.0,B,m,80.48,False,4.0
61.0,E,f,116.94,False,1.0
47.0,B,f,88.28,False,6.0
41.0,B,f,110.59,False,5.0
42.0,B,f,84.97,False,10.0
38.0,B,f,90.27,False,2.0
32.0,B,f,93.48,False,9.0
43.0,B,f,121.2,False,4.0
47.0,C,f,105.84,False,7.0
35.0,B,m,50.16,False,7.0
34.0,B,m,97.84,False,12.0
20.0,B,f,75.72,False,10.0
58.0,B,f,136.39,False,6.0
36.0,E,f,86.32,False,7.0
29.0,A,m,143.22,False,25.0
21.0,B,m,55.88,False,1.0
45.0,B,m,105.66,False,5.0
33.0,B,f,95.84,False,12.0
23.0,B,f,93.31,False,4.0
36.0,B,f,99.45,False,21.0
51.0,B,f,126.03,False,7.0
22.0,B,f,77.96,False,3.0
23.0,B,m,75.41,False,12.0
34.0,B,f,88.25,False,4.0
34.0,B,f,185.07,False,4.0
51.0,D,f,150.63,False,6.0
25.0,B,m,54.87,False,1.0
54.0,B,m,140.85,False,2.0
51.0,B,f,108.81,False,6.0
29.0,B,f,88.96,False,4.0
52.0,B,m,104.89,False,4.0
34.0,B,f,119.6,False,1.0
35.0,C,f,119.84,False,8.0
36.0,C,f,80.1,False,3.0
33.0,B,f,215.33,False,31.0
57.0,B,f,140.89,False,1.0
49.0,E,m,121.84,False,5.0
44.0,C,f,117.67,False,3.0
34.0,B,m,93.91,False,15.0
35.0,A,f,114.59,False,15.0
30.0,B,f,102.02,False,13.0
35.0,A,f,115.32,False,14.0
39.0,C,f,128.16,False,8.0
23.0,B,f,76.01,False,4.0
46.0,B,f,226.69,False,26.0
45.0,E,m,134.31,False,2.0
29.0,A,m,167.2,False,9.0
22.0,B,f,82.97,False,8.0
59.0,B,m,100.24,False,4.0
31.0,B,f,116.59,False,16.0
26.0,B,m,53.71,False,5.0
31.0,A,f,137.25,False,10.0
29.0,B,m,47.99,False,1.0
36.0,B,f,109.74,False,7.0
27.0,B,m,89.69,False,1.0
32.0,B,f,98.34,False,4.0
33.0,B,m,85.54,False,8.0
25.0,E,m,72.74,False,17.0
37.0,B,f,195.5,False,3.0
52.0,B,f,108.08,False,4.0
53.0,E,f,126.51,False,2.0
21.0,B,m,70.99,False,12.0
49.0,B,f,113.82,False,1.0
36.0,E,f,136.29,False,2.0
24.0,B,f,76.33,False,5.0
37.0,D,f,198.8,False,4.0
25.0,B,f,75.43,False,7.0
19.0,A,m,28.82,False,1.0
46.0,D,f,126.41,False,9.0
42.0,B,f,104.51,False,9.0
31.0,B,m,94.25,False,1.0
23.0,B,f,89.54,False,11.0
34.0,E,f,87.44,False,3.0
32.0,B,m,90.42,False,6.0
41.0,B,m,110.96,False,1.0
32.0,B,m,90.94,False,6.0
19.0,B,f,94.02,False,9.0
42.0,B,f,208.16,False,15.0
27.0,B,f,99.33,False,2.0
20.0,B,f,214.84,False,9.0
23.0,B,f,63.09,False,1.0
40.0,E,f,93.65,False,15.0
32.0,B,f,121.29,False,3.0
46.0,C,f,218.5,False,7.0
50.0,B,f,131.83,False,6.0
33.0,B,f,175.74,False,23.0
45.0,A,m,134.49,False,5.0
27.0,B,m,96.54,False,1.0
31.0,B,m,163.51,False,5.0
45.0,B,f,182.41,False,6.0
48.0,B,f,220.05,False,2.0
48.0,A,f,177.76,False,6.0
33.0,B,m,121.03,False,4.0
39.0,B,f,108.42,False,5.0
44.0,E,f,98.1,False,4.0
30.0,B,m,113.59,False,4.0
22.0,B,m,101.33,False,6.0
36.0,B,m,80.53,False,5.0
42.0,B,f,159.39,False,20.0
41.0,B,f,147.61,False,1.0
34.0,B,f,93.32,False,1.0
52.0,A,f,125.76,False,8.0
36.0,B,f,80.84,False,1.0
37.0,B,m,73.97,False,6.0
48.0,B,f,171.43,False,10.0
22.0,B,m,101.33,False,20.0
49.0,A,f,176.95,False,15.0
28.0,B,f,68.46,False,2.0
